"SURVEY","YEAR","REGULATORY_AREA_NAME","SPECIES_CODE","HAUL_COUNT","CATCH_COUNT","MEAN_WGT_CPUE","VAR_WGT_CPUE","MEAN_NUM_CPUE","VAR_NUM_CPUE","AREA_BIOMASS","BIOMASS_VAR","MIN_BIOMASS","MAX_BIOMASS","AREA_POP","POP_VAR","MIN_POP","MAX_POP"
"GOA",2009,"WESTERN GOA",10170,196,21,13.87306734415346378468020224707766592745,31.62816405639562400179870805566072688662,26.87746012543957332509798246730635666196,115.290574149130889590002911793884301467,903.4,134567.0274258085676889891219287057293407,170,1637,1753721,490521986220.8890529638652050149415884127,352976,3154466
"GOA",2009,"WESTERN GOA",10180,196,44,77.69467376464869448721212037681942718206,2504.020255901122174288468264721870584014,91.9014330758442178765626729277655039441,2812.219064452124450962071342736605255774,5067.2,10653750.30462728090060615844123224838086,0,15453,5995169,11965030891414.85922925726894090595390881,0,17001868
"GOA",2009,"WESTERN GOA",21230,196,14,2849.326956397278881695443047767053591508,616018.4156285818153579202890577626528139,1025.821120740637024360540095969290121514,77277.6883255381521810837009761118047496,185855.3,2620947800.918337328682542619313099929022,43737,327973,66911900,328790149999331.400312652501479653861134,16575881,117247919
"GOA",2009,"WESTERN GOA",21341,196,24,6.38563566995214505435655053576054396855,4.25750304273137466671165254279944384021,79.19592358257508871877074510368218945372,1111.280964411227691139955214353615405094,416.6,18114.2202150947986972369012386055670187,138,695,5165946,4728120663249.98682860566892069335061897,667062,9664830
"GOA",2009,"WESTERN GOA",21352,196,14,0.1749968698134126705384446780090084677315,0.003347110819487214149734723971696852150333,4.7602882276729466991659269634985519428,2.91769863338361942171592749607398244577,10.9,14.24081248092798021503136611278362775448,3,18,309957,12413810403.875897068902561459482596908,87122,532792
"GOA",2009,"WESTERN GOA",21354,196,5,1.03744784293541608316620991059616797093,0.750453938852459988900621372148646180569,15.98553002011828065607852340003619012346,172.862913533508170021682981157160140115,67.8,3192.92500163139571756960378017478156203,0,183,1042644,735472611843.3979303109714053649944402466,0,2793857
"GOA",2009,"WESTERN GOA",21368,196,0,0,0,0,0,0,0,0,0,0,0,0,0
"GOA",2009,"WESTERN GOA",21390,196,20,1.13346615361093066215492577000328740497,0.102595521053366901603553673244430523173,16.57085050668855755712895223521538174992,14.88986205505887130387998390503896586722,73.7,436.508874518810317260915925955020638709,31,116,1080305,63351273629.3159112383514616522541767006,571626,1588984
"GOA",2009,"WESTERN GOA",30052,196,25,30.73760079779552690625910224301651041387,87.79243076973609500399147628287932085751,37.56937828492328133822693629693537907437,138.92709162670205159470487193203536826,2005.2,373526.7851179790566141791003896397556539,694,3316,2450601,591087289030.8618069716597405239397253677,801478,4099724
"GOA",2009,"WESTERN GOA",30100,196,0,0,0,0,0,0,0,0,0,0,0,0,0
"GOA",2009,"WESTERN GOA",30190,196,0,0,0,0,0,0,0,0,0,0,0,0,0
"GOA",2009,"WESTERN GOA",30200,196,0,0,0,0,0,0,0,0,0,0,0,0,0
"GOA",2009,"WESTERN GOA",66120,196,9,0.1001702772444625975932540726805179409785,0.002235658675017451399717742779547956842145,9.39747833670952976893680865017232468621,19.05068791162289379552541680098970470173,6.6,9.5119635050389617582177971153973564078,0,14,613020,81054165461.9211364013605571026099451579,0,1286336
"GOA",2009,"CENTRAL GOA",21710,470,18,4.29462261487099758123542971137021422441,6.47769461225571983168411278281060765393,83.28226933756653849805549981207847085897,3053.763232114284168103668376119791012522,728.2,186196.9523978600883297248168354764676271,0,1591,14120641,87778359617097.6869267423834705502921117,0,32858662
"GOA",2009,"CENTRAL GOA",30050,470,5,1.15142511027874465504793100493247344009,1.03354456966493187469006183310781651792,1.33277984410555359507206468155164666428,0.6841953268851452062821868917117617371841,195.4,29708.5399294478267238501202780933545107,0,559,225979,19666732122.5427555318518773135647797903,0,521881
"GOA",2009,"CENTRAL GOA",30100,470,8,0.5582985461300978967917774426346831366862,0.0532474702506342669830535932474272624993,0.7946130620482673414418254182009738016314,0.1000092472745811254699571267825616338653,94.3,1530.562534517399784227703890746231609024,16,173,134845,2874698201.872546574037882843556871944712,27613,242077
"GOA",2009,"CENTRAL GOA",30170,470,1,0.0302904071675992081962747164616221923373,0.001024837087847264589996267017655643468288,0.0475992112633701843084316972968348736729,0.002440646166379135683385409564223354548391,5.4,29.45824925127322812251789127337150050571,0,16,8376,70154724.05900688758029904757604476381666,0,25479
"GOA",2009,"CENTRAL GOA",30200,470,0,0,0,0,0,0,0,0,0,0,0,0,0
"GOA",2009,"CENTRAL GOA",30350,470,0,0,0,0,0,0,0,0,0,0,0,0,0
"GOA",2009,"CENTRAL GOA",30360,470,0,0,0,0,0,0,0,0,0,0,0,0,0
"GOA",2009,"CENTRAL GOA",30420,470,88,266.20415404696965334937943309942542626,14029.6271107146924924102492753547217307,272.268675955707390150604473496759150625,12952.7227354715288032432840351244986088,45133,403272146.598433418051829397809923823411,4970,85296,46159883,372317258370942.0864784566758238821824,7568834,84750932
"GOA",2009,"CENTRAL GOA",30600,470,0,0,0,0,0,0,0,0,0,0,0,0,0
"GOA",2009,"CENTRAL GOA",78010,470,12,0.6993328418548776529424702366843952452447,0.224479389493684684434135719098729378342,1.49601086367574015545962663975549917094,0.2495809056541832905304224148389581467615,118.3,6452.508292190275130009288256317931375306,0,341,253539,7174034404.398104873903011836067757915422,18413,488665
"GOA",2009,"EASTERN GOA",400,157,0,0,0,0,0,0,0,0,0,0,0,0,0
"GOA",2001,"WESTERN GOA",30576,139,8,70.37519504227777542265782259837567213519,551.252733027868796727900927892379102318,26.7959381409305304120664728636823826704,72.27109025556095583488977102953583126351,4312.9,2070417.7121331316501846120565094551204,792,7834,1642226,271438736490.9824546687987881682681844564,367344,2917108
"GOA",2001,"WESTERN GOA",66031,139,18,14.50573868435297571908311927577352718331,26.88151192528005539770219495448129127669,3162.174018950306827529735782627627893701,1419732.15215373770969748700331439833848,888.8,100962.6893155087879304492462961126098367,224,1554,193793684,5332288473489317.506629334308259444270141,40957549,346629819
"GOA",2001,"WESTERN GOA",78010,139,6,5.08517353160201666582959285349782143789,18.21365242883565847877716357899506155512,1.61080294828819057896104225839055540549,0.3934477105891872933146634967810336023307,312.4,68407.58572600408922442223831301621391,0,846,98247,1477727111.351847382588018490787082772429,19750,176744
"GOA",2001,"WESTERN GOA",78403,139,4,5.09605876604093685823321163618102581128,10.89677225863781585484638274162921577429,1.15858012733247028249266809820974224033,0.3443259827286040520379683359658885778888,312.7,40926.5459155993166249749645420420590369,0,726,69744,1293233703.301943969604744274704724446775,0,143178
"GOA",2001,"CENTRAL GOA",320,350,11,175.930171989031444346785927151163085987,5910.356968136814885262577061952312107213,1.72588910705329679173846737814990179839,0.3512916368369837843694116154224530494604,28023.4,149954087.166823140522574678135682073016,2479,53568,274031,8912763986.205586920014314144740748914517,77097,470965
"GOA",2001,"CENTRAL GOA",405,350,1,0.0754710956532478489858617547859609021877,0.005304282777037700159603514603358403053561,0.1760992231909116476336774278339087717714,0.030947529563336951618494682509267445294,11.6,134.577130652758543908156752741523795065,0,36,28021,785182446.805984643213124884720318998487,0,88126
"GOA",2001,"CENTRAL GOA",10010,350,0,0,0,0,0,0,0,0,0,0,0,0,0
"GOA",2001,"CENTRAL GOA",10285,350,14,9.55959961478378504092936409647989055125,10.86819154265203214241552322029086881993,8.05023420266685454067394932498358765394,10.25909100112989699023912083543366368485,1523.6,275741.3385889499058689469653764785303729,354,2694,1281837,260287599298.8909825281098004129648751083,145147,2418527
"GOA",2001,"CENTRAL GOA",21110,350,20,180.190598541587838677108498739669814906,20631.2564850483032149490039948706223994,1231.794439499853761255057968671854426005,584644.3725806505553051730499522347125847,28700.4,523444057.609144991422481354787044108379,0,75419,196204806,14833251812062477.1990669318360706145595,0,444903739
"GOA",2001,"CENTRAL GOA",21220,350,0,0,0,0,0,0,0,0,0,0,0,0,0
"GOA",2001,"CENTRAL GOA",21348,350,0,0,0,0,0,0,0,0,0,0,0,0,0
"GOA",2001,"CENTRAL GOA",23041,350,78,1.73163019338790933452704144839910621812,0.257225224693854596787859861321448919942,336.044963540700461709120372520907664247,17039.044669599612546631687976039057543,275,6526.166519753780065340686957342400657965,110,440,53526795,432304580484585.681068030168198073819924,11069663,95983927
"GOA",2001,"CENTRAL GOA",30030,350,0,0,0,0,0,0,0,0,0,0,0,0,0
"GOA",2001,"CENTRAL GOA",30051,350,0,0,0,0,0,0,0,0,0,0,0,0,0
"GOA",2001,"CENTRAL GOA",30510,350,0,0,0,0,0,0,0,0,0,0,0,0,0
"GOA",2001,"CENTRAL GOA",66120,350,116,18.47941139782524243026387581938287318693,8.26075336842109817519760956085256273406,1558.217361505737175083057435762260519576,69384.8840645314082567417980705040635238,2944,209586.956820028507786012911672404602164,2001,3887,248197695,1760392309494057.077156782160067234724613,161766215,334629175
"GOA",2001,"WESTERN GOA",405,139,0,0,0,0,0,0,0,0,0,0,0,0,0
"GOA",2001,"WESTERN GOA",420,139,14,137.463321143711084022336458049923473831,2377.466374783552291638660034246590336032,4.55729350082511328480524360006486424605,1.50696190121795917481775302994177373016,8424.9,8929386.10084670837626630348824662401218,2314,14536,278028,5659909556.645674723172039718962658957478,124178,431878
"GOA",2001,"WESTERN GOA",455,139,0,0,0,0,0,0,0,0,0,0,0,0,0
"GOA",2001,"WESTERN GOA",710,139,0,0,0,0,0,0,0,0,0,0,0,0,0
"GOA",2001,"WESTERN GOA",10112,139,1,0.5327771328665235384666746229471988524159,0.2834534874646328049897937082007197434216,0.2767137046671091246299782925384676210222,0.0765722959640542282919857139385850854891,32.6,1064.606279209164605762296579304502405806,0,112,16959,287593381.989932563656552038617275168948,0,58457
"GOA",2001,"WESTERN GOA",10120,139,135,1526.731470542230308605454934279262640116,19774.059303702855039780390570861445482,555.219674504582024569242305260162051616,3484.036674067185627546729647083837372403,93566.4,74268226.11523916981348143913147316648507,76331,110802,34026145,13085488393116.83002009493183688573935158,26791371,41260919
"GOA",2001,"WESTERN GOA",10160,139,0,0,0,0,0,0,0,0,0,0,0,0,0
"GOA",2001,"WESTERN GOA",10180,139,14,14.61403600148408455078621464419679895794,105.359585994864188568078489564996875632,18.0764664317573207815991529922582257514,119.655838356873202295953202571409574188,894.9,395713.8711832066021769834490035767817304,0,2434,1107643,449408324442.1479629102710198040485759576,0,2748061
"GOA",2001,"WESTERN GOA",21314,139,1,0.02023138710897842761248371091889198579,0.000813367486048934743972454267677673876521,0.4046277421795685522496742183778397158009,0.1568995922162296959823407152156006706259,1.7,3.05487909391240431959980813102713379807,0,5,24275,589289948.671374290046259284534555130804,0,74913
"GOA",2001,"WESTERN GOA",21347,139,47,294.837279428194715052078555444913869347,18382.5161312929546472244570696342989582,383.118966472305633173891168460076914846,22992.279604398525366765098887061254135,18069.3,69041810.97253232715276324271725418123727,1277,34862,23479028,86355350428453.0058625834018661312883763,4698364,42259692
"GOA",2001,"WESTERN GOA",21388,139,0,0,0,0,0,0,0,0,0,0,0,0,0
"GOA",2001,"WESTERN GOA",23240,139,1,0.5055763997269279205040300453694006737514,0.2566860893715903807901244346737691728003,0.3193114103538492129499137128648846360535,0.1002680036607774924961423572944410831251,31,964.072183323327278535436077057080666692,0,97,19406,376590696.610674718177904717600422135426,0,60353
"GOA",2001,"WESTERN GOA",30120,139,0,0,0,0,0,0,0,0,0,0,0,0,0
"GOA",2001,"WESTERN GOA",30350,139,0,0,0,0,0,0,0,0,0,0,0,0,0
"GOA",2001,"CENTRAL GOA",232,350,0,0,0,0,0,0,0,0,0,0,0,0,0
"GOA",2001,"CENTRAL GOA",472,350,23,29.71539530137395486791135331042838293423,68.32248003974058188669297479494104099845,4.31189609169475364869074495486374897806,1.00743949414586558691702597146896521485,4734.1,1733437.62188403123417575799157408246127,1801,7667,687308,25560159992.8527919083945576784284924929,331105,1043511
"GOA",2001,"CENTRAL GOA",480,350,0,0,0,0,0,0,0,0,0,0,0,0,0
"GOA",2001,"CENTRAL GOA",10160,350,1,0.1895514769454039444865205683835782355438,0.0365791450045661066672610797108311762256,0.2047155951010362600454422138542644943873,0.0419314419853432620022801238380101429068,30.5,928.064468537798844157198064733106034485,0,95,32617,1063859787.217373233126381964167273492109,0,102124
"GOA",2001,"CENTRAL GOA",10210,350,13,35.2295438313589371059009906032463902711,267.652266205045618638213931587433997182,118.124231091733960335627572209001989672,3151.691903397764479213409940515824253411,5611.4,6790715.26022590167575387746991945925204,0,11417,18816119,79962866025343.42918309825248699432108618,0,38739331
"GOA",2001,"CENTRAL GOA",10270,350,37,35.19067695433390309323683520283100782223,146.364055718724020358511942393127720503,112.842312761843145716539495639277837813,2121.244945797237762453654992028584287709,5604.8,3713462.39959075916517836530932740338049,1246,9964,17974199,53818974254703.38912338057324079255978588,1379847,34568551
"GOA",2001,"CENTRAL GOA",21200,350,0,0,0,0,0,0,0,0,0,0,0,0,0
"GOA",2001,"CENTRAL GOA",23000,350,1,0,0.000000138518514087320388917988883468636277694,0.1882228932233410710612693914813933068366,0.0346296285218300972294972208671590694236,0.1,0.003514409949796459932401526039070048221328,0,0,29641,878602487.449114983100381509767512055333,0,92480
"GOA",2001,"CENTRAL GOA",30050,350,93,155.320357501199445245155834903322054468,1361.181669559284524346508795877403444173,192.472486312236165914236248119577921589,1593.842647798650650821788276661330527166,24740,34535097.59687494542952333315017879267191,12740,36740,30658675,40438034559787.78186075585399970906507009,17673412,43643938
"GOA",2001,"CENTRAL GOA",30210,350,0,0,0,0,0,0,0,0,0,0,0,0,0
"GOA",2001,"CENTRAL GOA",30380,350,0,0,0,0,0,0,0,0,0,0,0,0,0
"GOA",2001,"CENTRAL GOA",30560,350,12,11.13282433552842857407702954419423267689,59.85945136960189902740618937400993934755,30.53273536930906699115698669470697107387,332.629554584345875566373979125185721113,1774,1518718.65554427721512738592377202063091,0,4374,4863632,8439280654502.75151209995307580786669724,0,10993275
"GOA",2001,"CENTRAL GOA",30575,350,0,0,0,0,0,0,0,0,0,0,0,0,0
"GOA",2001,"CENTRAL GOA",66000,350,73,4.16013751546113658973758032136462524594,5.73515340974579212992139330653797342032,1045.504204214969341595043415928146931319,291876.7359699204236116635252970961071794,661.9,145508.925934000485420486095899194457306,0,1486,166533285,7405324203522475.250954012451518313677477,0,352410343
"GOA",2001,"WESTERN GOA",310,139,4,4.03274978519184769081358646837057039058,4.49836876597128804333291404133656749138,1.41666073535416984648653686703146115003,0.4684072087800262496357155219803438808405,246.9,16895.1586282703566456985805779245463406,0,547,87363,1759263081.059372341537266579812514153224,0,184085
"GOA",2001,"WESTERN GOA",440,139,2,1.69860830685944623439000114187963831493,1.44443903609820663804193644316291744638,0.6423957718275808087072907562673087039131,0.2271800570939025294246282545897306689457,104.1,5425.083605495783356182277699247493590954,0,271,39628,853252212.405544277904079386490119470573,0,105702
"GOA",2001,"WESTERN GOA",480,139,0,0,0,0,0,0,0,0,0,0,0,0,0
"GOA",2001,"WESTERN GOA",485,139,0,0,0,0,0,0,0,0,0,0,0,0,0
"GOA",2001,"WESTERN GOA",10020,139,0,0,0,0,0,0,0,0,0,0,0,0,0
"GOA",2001,"WESTERN GOA",10115,139,0,0,0,0,0,0,0,0,0,0,0,0,0
"GOA",2001,"WESTERN GOA",10261,139,92,608.207622487150916967858225738345607316,18413.2317440095534178547083112122851364,1337.90603834046086183879694511462020721,57357.3327618322130883674201417635539806,37274,69157173.93546615939982034435083498558949,20176,54372,81992629,215425032033007.138820398992212374184783,51815967,112169291
"GOA",2001,"WESTERN GOA",20510,139,29,91.74105737891335679032808692017830553351,624.804301891672375628793611343796576221,111.841936477748081510038081473813834588,3767.091706122593753000571661533391270709,5622.2,2346665.72290371949872277160815039899764,2473,8772,6853910,14148598137093.9192774185757881000273863,0,14587476
"GOA",2001,"WESTERN GOA",21110,139,1,0.0224388747652399567541234207085012335335,0.000440984661526768839854673208999421447584,0.2468276224176395242953576277935135688686,0.0624978261800976246959570874432286632064,1.3,1.65626834898231330476745970671613227202,0,4,15321,234731908.86937546836273521920580105896,0,47281
"GOA",2001,"WESTERN GOA",21368,139,0,0,0,0,0,0,0,0,0,0,0,0,0
"GOA",2001,"WESTERN GOA",21910,139,0,0,0,0,0,0,0,0,0,0,0,0,0
"GOA",2001,"WESTERN GOA",30030,139,0,0,0,0,0,0,0,0,0,0,0,0,0
"GOA",2001,"WESTERN GOA",30051,139,0,0,0,0,0,0,0,0,0,0,0,0,0
"GOA",2001,"WESTERN GOA",30240,139,0,0,0,0,0,0,0,0,0,0,0,0,0
"GOA",2001,"WESTERN GOA",30320,139,0,0,0,0,0,0,0,0,0,0,0,0,0
"GOA",2001,"WESTERN GOA",30330,139,2,0.8324324314181182391400115767471533534564,0.3490169120439813103610218141560501472717,0.6629647803395935032498534141793254908165,0.2270553779595228947985186762228309914432,50.8,1310.852088770212691188417405344202386692,0,125,40337,852783937.379069312310822662957923531903,0,99968
"GOA",2001,"CENTRAL GOA",150,350,0,0,0,0,0,0,0,0,0,0,0,0,0
"GOA",2001,"CENTRAL GOA",435,350,46,15.2284444193543970155003526938129832746,5.46922736925216664119549441419103001421,8.72505825802913239531894633545016587442,1.48829477816555738604870359041691173547,2425.8,138762.0074532576860921795786520024598482,1681,3171,1388285,37760136333.2407696407746261973823629645,999646,1776924
"GOA",2001,"CENTRAL GOA",710,350,0,0,0,0,0,0,0,0,0,0,0,0,0
"GOA",2001,"CENTRAL GOA",10261,350,106,172.877536351363434982408439845512971722,1127.331866277110020968477548007608242402,367.362754946975137555044509069592798471,3598.590709717267794287990285621486076154,27534.8,28601998.46692948265893442314502566187219,16614,38456,58515804,91301318663460.42069384726589588440261599,39004142,78027466
"GOA",2001,"CENTRAL GOA",10262,350,137,396.639844029458491993545643894433047858,3351.978047395510309142092137938020246458,590.251680795691455691424426524355203342,6258.896639298209417933506895187827864708,63180.5,85044407.80991904383380029274464884052873,44543,81818,94016775,158797029904833.035822222826375944295915,68549205,119484345
"GOA",2001,"CENTRAL GOA",21314,350,1,0.1196481659089877628867216230365509345747,0.014822018382865069671212754253081502559,1.87947327282034944201225216186582093061,3.53531244504168266333841278527905131024,19.4,376.055498602661326150427371852820171492,0,62,299493,89695859895.3888764092192714724754065061,0,952088
"GOA",2001,"CENTRAL GOA",21316,350,11,0.3135356067314535247291830275062124392327,0.0140787396061834140362110696423749249786,2.33068525070742643646818806148786281826,0.6151596985003208962472436022995365766979,50,357.197468357001449966692282047949227997,12,88,371736,15607468643.2202698723457873046937000815,119253,624219
"GOA",2001,"CENTRAL GOA",21710,350,4,11.29162242437414623044530389994533853304,112.002851376086630833254159118164264536,77.42164838811578959508269167409998036652,4317.960764188294466882744806087860493945,1798.6,2841670.21192240938594191115884793985197,0,5785,12332611,109552750926333.781664660273178276272904,0,37086463
"GOA",2001,"CENTRAL GOA",21935,350,31,8.13013437007407138240009500511642555956,8.93436559300528259342335374505686468853,13.39589434982546557877956558526295159001,27.99531181413124166361956894059266166395,1295.4,226677.448441176254715800519694651419591,299,2292,2133650,710280521239.3142428159585461408898919338,369708,3897592
"GOA",2001,"CENTRAL GOA",24001,350,21,18.40099896315420853837766169850035144447,33.24308838058246094410748073571714911936,4.07876071435726211713108530707716233213,1.23655206211803653256942872658614386522,2931.2,843424.0096817236613808475755945194718197,1056,4807,650327,31373068785.6602995777032900700649502069,288639,1012015
"GOA",2001,"CENTRAL GOA",30550,350,0,0,0,0,0,0,0,0,0,0,0,0,0
"GOA",2001,"CENTRAL GOA",79210,350,75,33.15198312790295460399918377265299747238,119.261568594664913204528061484938173293,272.613470182730721951179883651001773542,10730.1234153058975362333657465823017864,5280,3025834.0992107839808606627950711293739,1166,9394,43423819,272238355585615.5045209191189790949835,4402154,82445484
"GOA",2005,"WESTERN GOA",21341,180,20,8.8785373894827968977187175622102258608,9.66285287613883527413966071825679395117,87.52934891153136822567563699622833787851,565.260629024591879685462857522956883718,578.8,41112.1361858495254676780446641045530831,165,993,5709956,2404990768134.72646929584154120752116023,2543216,8876696
"GOA",2005,"WESTERN GOA",21348,180,0,0,0,0,0,0,0,0,0,0,0,0,0
"GOA",2005,"WESTERN GOA",21368,180,0,0,0,0,0,0,0,0,0,0,0,0,0
"GOA",2005,"WESTERN GOA",21438,180,0,0,0,0,0,0,0,0,0,0,0,0,0
"GOA",2005,"WESTERN GOA",21710,180,2,0.4532739973319020813552319710106164798809,0.1977988765374050592916915431039407748333,4.07946597598711873219708773909554831893,15.3414913272096147528973935661930980528,29.3,841.566611212159999364376921187078937467,0,89,266158,65272801813.6089127001081585163789142762,0,790414
"GOA",2005,"WESTERN GOA",23041,180,10,0.0210825115038093991328014870237496037154,0.000134916121081774518900896350857591857524,8.86075409387548773151595116562445417204,15.71705540916572543783617466580687116642,2.1,0.5740219803281193747914375374594426330607,1,4,578749,66870698613.0128292877243796297232916292,61562,1095936
"GOA",2005,"WESTERN GOA",23800,180,6,0.1159538132709516952304081786306228204346,0.007309868346952331914881550476392499600857,2.97951924473361725036591409780694382778,2.968627522809547196820366338789788797,8,31.10099127377183757346202996160554097781,0,19,193646,12630495420.6832181684859911100950765215,0,423474
"GOA",2005,"WESTERN GOA",30151,180,9,328.489718534020670744982568076364931908,83998.4131685519572360372522072531139443,248.863201357839450549115291299142185531,48523.7867544666798302133995329638780853,21425.9,357384537.035472776890377631955711292577,0,60748,16233139,206452127014056.449265337173399295687571,0,46119498
"GOA",2005,"WESTERN GOA",30270,180,1,0.0983060673525394662985492629585317081577,0.0100244956749387211461329855303978660649,0.299192378899033158299932539439009546567,0.0898606589958291902374859759259731979002,6.5,42.65080268377448736633015794686260430142,0,21,19553,382326389.291248228390495876034122810978,0,62159
"GOA",2005,"WESTERN GOA",30410,180,0,0,0,0,0,0,0,0,0,0,0,0,0
"GOA",2005,"WESTERN GOA",30420,180,45,3543.122778599675864905393550268742251859,3336232.95241366489247406017878093399319,3625.41564041747206913083192625051969836,2825991.44994416923263245307896416895872,231110.7,14194530874.6289069327920587628822762751,0,471894,236479079,12023627684226550.5896902083641007791154,14871773,458086385
